product_name,review_text,rating,tags,flan-t5-xl-JDG-T-101-qlora,mistral-7b-instruct-v0.2-JDG-210,gpt-3.5-turbo-0125:personal:review-tags-jdg001,llama-2-7b-chat-JDG-211-checkpoint-650,Flan-t5-xl Disagrees,Mistral Disagrees,GPT3.5 Disagrees,Llama Disagrees,3 Judges Agree,Unanimous,At least 3 judges,Validate 3 Judges,Validate Unanimous,No agreement – Human labelled,Set 1 – 3 Judges + Human Labels,Set 2 – Unanimous + Human Labels,Set 3 – Combined Human Labelled,validation,design,value,performance,quality,none,non-review
Anti-slip wax for glasses,Works great. Works very well and much cheaper than alternative,5,,"[""performance"",""value""]","[""performance"",""value""]","[""performance"",""value""]","[""value""]",,,,"[""performance"",""value""]","[""performance"",""value""]",,"[""performance"",""value""]","[""performance"",""value""]",,,"[""performance"",""value""]","[""performance"",""value""]","[""performance"",""value""]",0,0,1,1,0,0,0
Tea Infuser,"Works great. Works great, can make an entire pot of tea",5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Water Filter,Works great. Work great,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Insect Repellent,"Works great. We just moved to the country. While mowing my arms got bit up terrible.  I always liked sss so I thought I would give it a try. It really works, not one bite.  Plus its a sunscreen, also moisturizes and it doesnt smell too bad.",5,,"[""performance"",""quality""]","[""performance""]","[""performance"",""value""]","[""performance"",""quality""]",,,,,,,,,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",0,0,0,0,0,0,0
Hair Brush,Works great. This brush works great and arrived quickly,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Echo Dot,"Works great. Sounds good for a small speaker, I have 2 of them connected to a sub woofer for my fire tv stick.",5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Amazon Smart Plug,Works great. put it on a lamp,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Dishwasher Magnet,Works Great. It would be a big help and looks great. Would be nice if my kids didn't randomly change it back and forth.,3,,"[""performance""]","[""performance""]","[""design"",""performance""]","[""design"",""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
UV-C Sanitizer and Deodorizer,"Works Great. I think this little air purifier works great. It is NOT noisy, as others have opined. There is a low grade, subtle whir that comes from the unit when it's running but not disruptive at all. With the purchase!",4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Tea Infuser,Works Great. I read that making tea from the leaves and not the bag is healthier.  So I bought this and it works well.,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Listerine pump for mouthwash,Works great. I have seen these used at my Dentist office on their mouthwash bottles. I asked where to get them no-one could tell me. So very happy I found them on Amazon. Works great.,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Soap Sheets,"Works great. Did the job. Definitely remember - dry fingers only when pulling out the soap sheets. For a pair of washable black trousers, I had to use two sheets, but they came clean in the hotel sink!",5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Tea Infuser,Works great. Bought this to use with my new teapot and loose leaf tea. Works great and makes it easy to reuse the tea leaves.,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Echo Dot,Works great!. Works great!,5,,"[""performance""]","[""none""]","[""performance""]","[""performance""]",,"[""performance""]",,,"[""performance""]",,"[""performance""]","[""performance""]",,,"[""performance""]","[""performance""]","[""performance""]",0,0,0,1,0,0,0
Bath Towel / Wrap,"Works great!. Wonderful product! I ordered this last week and received within 1-2 working days. I actually got much more than I expecting from this casual Microfiber shower wrap. The comfortable stuff, quality fabric, smooth touch, great water absorbent, and relaxing feel is what I need for a cool shower after a hectic day in office.",5,,"[""design"",""performance""]","[""performance"",""quality""]","[""performance"",""quality""]","[""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Logitech Mouse,"Works Great!. Took a little getting use to, but once you get a hang of it, you'll love it!",5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Coffee Maker Cups,"Works great, easy to clean. I am not sure what type of Keurig I have but this works great in it!  It sits up high enough so it does not get punctured like a regular k-cup does.  I would recommend this product.  Works great and easy to clean.  Like that the bottom is screen like the sides.",5,,"[""design"",""performance""]","[""design"",""performance""]","[""design"",""performance""]","[""design"",""performance""]",,,,,,"[""design"",""performance""]","[""design"",""performance""]",,,,"[""design"",""performance""]","[""design"",""performance""]",,0,1,0,1,0,0,0
Coffee Filter,"Works great with experience  and trial -error!. Well I really like it but had to experiment with different grinds. Locking fittings probably could use some beefing up as it pops open when I overfill from probable over filling going by the indicator lines, makes a mess. But with use I have had pretty good luck and can get coffee as strong as I like.",4,,"[""performance"",""quality""]","[""performance""]","[""performance"",""quality""]","[""performance"",""quality""]",,"[""performance"",""quality""]",,,"[""performance"",""quality""]",,"[""performance"",""quality""]","[""performance"",""quality""]",,,"[""performance"",""quality""]","[""performance"",""quality""]","[""performance"",""quality""]",0,0,0,1,1,0,0
Kitchen Tools,"Works great so far. The gap cover appears to be made of good high quality material and even though it came folded in half, there is no problem with it laying flat. Overall fit and function so far is exactly as advertised and I would buy this again if needed.",5,,"[""design"",""performance"",""quality""]","[""design"",""performance"",""quality""]","[""quality""]","[""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Foot Scrubber / Massager,Works great however. It works great however when you slide your foot it slides too.,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Glycerin,Works great for softening Eucalyptus leaves. I bought this to soak Eucalyptus leaves in for use in arrangements.  Works great - you can find detailed instructions online.  Also good as a dry skin moisturizer - I like that it's all natural!,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Listerine pump for mouthwash,"Works Great for kids bathroom. I needed something simple, durable, and easy to clean for my kids bathroom.  They are 2 and 3yo and learning to brush and floss their teeth, etc so this works great!",5,,"[""design"",""performance""]","[""performance""]","[""design"",""performance""]","[""design"",""performance""]",,"[""design"",""performance""]",,,"[""design"",""performance""]",,"[""design"",""performance""]","[""design"",""performance"",""quality""]",,,"[""design"",""performance"",""quality""]","[""design"",""performance"",""quality""]","[""design"",""performance"",""quality""]",0,1,0,1,0,0,0
Amazon Echo Show,Works great for all needs. I keep Alexa in my kitchen and it comes in super handy for when I am cooking and need to look up recipes or see what I can substitute in different things as I am cooking.,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Micro SD Memory Card,"Works great at good price. Works as intended, no issues.",5,,"[""performance"",""value""]","[""performance"",""value""]","[""performance"",""value""]","[""performance"",""value""]",,,,,,"[""performance"",""value""]","[""performance"",""value""]",,,,"[""performance"",""value""]","[""performance"",""value""]",,0,0,1,1,0,0,0
Water Filter,"Works great AND.... Make sure you let it run for a bit, at least half a day of use; the initial water is really WEIRD and taste even worse.",3,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Exfoliating Cloth,Works good. Took some time to get used to.,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Smart Scale,"Works Good, Syncing to Wifi Could be Improved.. My Aria scale has worked great for over a year. Easy to use daily. I just wish it wasn't such a pain to reset it and reconnect to the new network when I changed the network name. Ultimately works great though.",4,,"[""design"",""performance""]","[""performance""]","[""performance""]","[""design"",""performance""]",,,,,,,,,,"[""design"",""performance""]","[""design"",""performance""]","[""design"",""performance""]","[""design"",""performance""]",0,0,0,0,0,0,0
Water Filter,Works for only 2 months and OVERPRICED. We had this filter for only 2 months before it needed to be replaced - our water was down to a trickle.  The price is outrageous and we have switched to just using a brita filter because spending $50 every 2 months after we paid for this expensive fridge is ridiculous.,1,,"[""performance"",""value""]","[""performance"",""value""]","[""performance"",""value""]","[""performance"",""value""]",,,,,,"[""performance"",""value""]","[""performance"",""value""]",,,,"[""performance"",""value""]","[""performance"",""value""]",,0,0,1,1,0,0,0
Peppermint Oil,"Works for my purpose. Use it to mix with essential oils. So far, so good.",4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Insect Repellent,Works for me!. It worked for me while cutting down hedges! Has a pleasant smell and is very creamy. I love it!,5,,"[""performance"",""quality""]","[""design"",""performance""]","[""performance""]","[""performance""]",,,,,,,,,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",0,0,0,0,0,0,0
Amazon Fire TV Stick,Works fine.. Product good.  Ticked that the price dropped $20 within a week after my purchase.,4,,"[""value""]","[""value""]","[""value""]","[""value""]",,,,,,"[""value""]","[""value""]",,,,"[""value""]","[""value""]",,0,0,1,0,0,0,0
Amazon Smart Plug,Works fine.. Came with Amazon Echo. Works fine.,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Coffee Scoop,"Works fine. This works fine, but the scoop is a little big and over fills the k-cup size capsule.",4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Water Filter,Works fine. It's a filter to replace the one I had and it seems to be working just fine. Not sure what else I can tell you...,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
