product_name,review_text,tags
Kindle Tablet ,Three Stars. Slow loading. Limited apps. The maps don't work some of the time.,"[""performance""]"
Insect Repellent,Three Stars. OK product,"[""none""]"
Kindle Tablet ,Three Stars. no good for playing games with chat,"[""performance""]"
Bath Towel / Wrap,Three Stars. Nice,"[""none""]"
Hair Clips,Three Stars. like it,"[""none""]"
False Eyelashes,Three Stars. kind of plastic-y,"[""quality""]"
Water Filter,Three Stars. Just wish it would last longer then 4 months.,"[""quality""]"
Castor Oil,Three Stars. its ok... not what I really wanted,"[""none""]"
Micro SD Memory Card,Three Stars. its a memory card... it keeps memory,"[""non-review""]"
Glycerin,Three Stars. It's okay!! It met my expectations at the time!,"[""none""]"
Insect Repellent,Three Stars. it's OK,"[""none""]"
Insect Repellent,Three Stars. It is alright.,"[""none""]"
Tea Infuser,Three Stars. It doesn't fit our teapots so we have to fit it in sideways.,"[""design""]"
UV-C Sanitizer and Deodorizer,Three Stars. I have no idea if this works or not so I don't know how to rate it.,"[""non-review""]"
Water Filter,Three Stars. Having to run 3 gallons of water through the filter before using it is a nuisance.,"[""performance""]"
Hair Clips,Three Stars. Good product.,"[""none""]"
Back Cushion,Three Stars. Good product,"[""none""]"
Insect Repellent,Three Stars. good item,"[""none""]"
Pain Relief Cream,Three Stars. did not receive the pain relief that I expected,"[""performance""]"
Stain Remover,"Three Stars. Decent and smells nice and faint, but doesn't get poop stains all the way out.","[""performance""]"
Shower Cap,Three Stars. cool,"[""none""]"
Eyebrow Tint,Three Stars. Beard dye worked better for me (side note:I have oily skin),"[""performance""]"
Insect Repellent,Three Stars. As a sun cream it worked well. As a mosquito repellant not so much.,"[""performance""]"
Hair Diffuser Attachment,This works great and I love it. The diffuser that came with my hair dryer broke. This works great and I love it. It’s the only other one that fits my hair dryer.,"[""performance""]"
Stain Remover,"This stuff works great for tough stains on baby. This stuff works great for tough stains on baby, kids and adults clothes! It removes everything! Baby food, formula, spit up stains, even old spit up stains even (with little scrubbing) and even stains from blow out diapers!! I will never use another stain remover again, just this one!","[""performance""]"
Peppermint Oil,This stuff is stinky. I am sure it works but it smells pretty bad. Like fish in a trash can in the next room. I actually tried poring some out and mixing in rose essential oils to cover it. That worked for one day then the icky smell was back. Was it rancid? I don’t know I just threw it away and felt good abt it. I have borage oil capsules and they don’t smell like that if you open them up.,"[""quality""]"
Insect Repellent,This product sucks when it goes to the wrong place. This product sucks when it goes to the wrong place. Horrible,"[""none""]"
Water Filter,"This leaks!. I went with the GE brand and it leaks.  I’ve got a pint glass sitting underneath it and have to empty it every 1-2 days. I’ve taken it out and reinstalled it but hasn’t helped.  I’m sad because the one that was there before didn’t leak, so I know it’s not the fridge.  Schmerp.",[“quality”]
Pain Relief Cream,"this is my second order of this stuff, it .... this is my second order of this stuff, it really helps and I do not have to take pills. I use it on my neck, knees, elbows, and shoulders.","[""performance""]"
Stain Remover,"This is my favourite! I cant find it at the local shop .... Dreft gets MOST stains out, even on adult clothes! Ive used tons of products hoping to get stains out..... This is my favourite! I cant find it at the local shop anymore so will continue to order it on amazon","[""performance""]"
Water Filter,"This does the job, the refrigerator around it, doesn't.. This filter works.  The water system inside our $2,000 Samsung refrigerator that it serves has failed.  Water delivery system: failed.  Several main boards in the refrigerator: failed.  Faced with $1100 in repair bills, we bought ice cube trays.","[""performance""]"
Coffee Filter,"This did not fit the unit they were purchased for. Too small. It should state which unit they fit.. Is did not fit the unit they were purchased for. Too small. Rather than give the model they replace, they should state which unit they fit.<br /><br />I can not recommend this item.","[""none""]"
Cotton Rounds,"Thinner than expected. These are convenient, but thinner than expected. Seems about half as thin as other cotton round pads I would buy at the store.","[""quality""]"
Coffee Filter,"Thin, light coffee.. They're fine, if you like Chemex coffee.  Turns out I like my coffee better brewed with thinner filters, so I won't be buying another box after this one.  You don't need the whole glass brewing gizmo, you can use these in a pourover rig.","[""performance""]"
Wet Wipes,They're ok. Good but not the best,"[""none""]"
Coffee Filter,"They work, but I'm not really fond of the result. To be honest, I'm not really using these any more.  They work to keep grinds out of the coffee cup, but they take some of the flavor out as well. I just use a bit coarser coffee to reduce the grinds in the cup rather than lose flavor.","[""performance""]"
Coffee Filter,"They work ok. There ok does the job but I feel that I have to change my filters more often with these,il stick to the original kuerig filters","[""performance""]"
Earplugs,They work great. I bought these for a concert and they work great without making the sound feel muffled too much,"[""performance""]"
Soap Sheets,"they work great for me - I like to pack light. This is my second time ordering these, they work great for me - I like to pack light, so I bring these and a few large ziplock bags, I throw a couple of strips in a bag filled with water, let the strip dissolve, then add my shirt, or swimsuit, or whatever, I can agitate and rinse or let sit overnight in the bag to soak.","[""performance""]"
Coffee Filter,They sent me natural. I ordered the white bleached filters and received the natural which gives off a faint unpleasant taste to the coffee. Will not order these again.,"[""none""]"
Shower Cap,They feel cheaper now. This cap is now made smaller and thinner.  I will not buy this again,"[""quality""]"
Echo Dot,"They become less responsive over time.. They're ok, but I'm upgrading to Sonos.  Decent if you have a small place and are concerned about being considerate towards your neighbors.","[""performance""]"
Wet Wipes,They are now smaller.. They now make the Kandoo wipes smaller. I called Pampers Kandoo and they said that they make them smaller and there are supposed to be 50 in the pack. There are 42 in the pack. They are now only good for infants.,"[""quality""]"
Coffee Filter,"These work perfect in my Keurik  thanks will order again. Do not dislike,they work perfect","[""performance""]"
Cleaner,"These work awesome on everything listed on package. These work awesome on everything listed on package. You don’t need cleaner with it , great for anyone with allergies!","[""performance""]"
Hair Clips,These were exactly as described and work great. I would recommend these and will buy more .... I use these for various things including hanging up wigs and for chipbag clips. These were exactly as described and work great. I would recommend these and will buy more when needed.,"[""performance""]"
False Eyelashes,These were affordable and very natural but since the length .... These were affordable and very natural but since the length isn't varied you can't really even tell that you're wearing lashes.,"[""quality"",""value""]"
